,time,v10,dep
713,2020-10-10,-1.3869127,03
714,2020-10-11,-1.3052583,03
715,2020-10-12,-0.98011196,03
716,2020-10-13,1.2986708,03
717,2020-10-14,-1.2886233,03
718,2020-10-15,-2.8291426,03
719,2020-10-16,-2.2831385,03
720,2020-10-17,-1.1067483,03
721,2020-10-18,-0.29983297,03
722,2020-10-19,1.895795,03
723,2020-10-20,4.34927,03
724,2020-10-21,5.1055455,03
725,2020-10-22,2.6748524,03
726,2020-10-23,1.3389689,03
727,2020-10-24,2.3127086,03
728,2020-10-25,2.8094022,03
729,2020-10-26,1.2377634,03
730,2020-10-27,2.5974889,03
731,2020-10-28,2.292576,03
732,2020-10-29,1.2302445,03
733,2020-10-30,0.95689917,03
734,2020-10-31,1.9055071,03
735,2020-03-01,-0.01283206,04
736,2020-03-02,-0.4382737,04
737,2020-03-03,-2.10955,04
738,2020-03-04,-1.107366,04
739,2020-03-05,-0.008662331,04
740,2020-03-06,-1.6655729,04
741,2020-03-07,-2.2795236,04
742,2020-03-08,-0.34693286,04
743,2020-03-09,-2.4210615,04
744,2020-03-10,-1.4313649,04
745,2020-03-11,-0.7502472,04
746,2020-03-12,-0.46556154,04
747,2020-03-13,-1.3134379,04
748,2020-03-14,-1.1329076,04
749,2020-03-15,0.77815837,04
750,2020-03-16,0.483101,04
751,2020-03-17,-0.33068168,04
752,2020-03-18,-0.0074554263,04
753,2020-03-19,0.0069389245,04
754,2020-03-20,0.11430361,04
755,2020-03-21,0.07905712,04
756,2020-03-22,-0.2826325,04
757,2020-03-23,0.3809382,04
758,2020-03-24,0.8997687,04
759,2020-03-25,-0.4521366,04
760,2020-03-26,-1.1418036,04
761,2020-03-27,-0.4847062,04
762,2020-03-28,-0.27731326,04
763,2020-03-29,-0.50045514,04
764,2020-03-30,-0.09110482,04
765,2020-03-31,0.36048666,04
766,2020-04-01,0.6257461,04
767,2020-04-02,0.27299014,04
768,2020-04-03,-0.16162463,04
769,2020-04-04,0.21125403,04
770,2020-04-05,0.33494824,04
771,2020-04-06,0.0974381,04
772,2020-04-07,0.039674103,04
773,2020-04-08,-0.101053365,04
774,2020-04-09,-0.098178595,04
775,2020-04-10,0.13597012,04
776,2020-04-11,0.2050975,04
777,2020-04-12,0.6933691,04
778,2020-04-13,0.4146813,04
779,2020-04-14,0.08178239,04
780,2020-04-15,0.9054067,04
781,2020-04-16,0.5396073,04
782,2020-04-17,0.6510641,04
783,2020-04-18,0.1869918,04
784,2020-04-19,-0.20678571,04
785,2020-04-20,-0.5523288,04
786,2020-04-21,-0.9153642,04
787,2020-04-22,-0.48245957,04
788,2020-04-23,-0.07294045,04
789,2020-04-24,-0.068603866,04
790,2020-04-25,0.024011392,04
791,2020-04-26,0.10598886,04
792,2020-04-27,1.0416118,04
793,2020-04-28,-0.1226333,04
794,2020-04-29,-1.3255085,04
795,2020-04-30,-0.50924975,04
796,2020-05-01,-0.40764242,04
797,2020-05-02,-1.8025025,04
798,2020-05-03,-1.8114411,04
799,2020-05-04,0.35518503,04
800,2020-05-05,-0.22309008,04
