,time,tp,dep
553,2020-05-03,0.1336223,03
554,2020-05-04,0.0072565842,03
555,2020-05-05,0.03888503,03
556,2020-05-06,0.009302017,03
557,2020-05-07,0.0005614592,03
558,2020-05-08,0.008829801,03
559,2020-05-09,0.021014791,03
560,2020-05-10,0.024253445,03
561,2020-05-11,0.11287765,03
562,2020-05-12,0.0074555716,03
563,2020-05-13,0.11303586,03
564,2020-05-14,0.013864366,03
565,2020-05-15,0.0017397227,03
566,2020-05-16,0.00013424491,03
567,2020-05-17,0.0,03
568,2020-05-18,0.0,03
569,2020-05-19,0.0,03
570,2020-05-20,3.335625e-05,03
571,2020-05-21,3.0323863e-06,03
572,2020-05-22,0.0005417939,03
573,2020-05-23,0.1857662,03
574,2020-05-24,0.012013298,03
575,2020-05-25,3.6980298e-06,03
576,2020-05-26,3.0323863e-05,03
577,2020-05-27,3.0323863e-06,03
578,2020-05-28,0.0,03
579,2020-05-29,0.0,03
580,2020-05-30,0.0,03
581,2020-05-31,0.0,03
582,2020-06-01,0.024316216,03
583,2020-06-02,0.003949564,03
584,2020-06-03,0.04645749,03
585,2020-06-04,0.07105763,03
586,2020-06-05,0.04014314,03
587,2020-06-06,0.028982956,03
588,2020-06-07,0.00733437,03
589,2020-06-08,0.02970205,03
590,2020-06-09,0.012920477,03
591,2020-06-10,0.002179807,03
592,2020-06-11,0.014398111,03
593,2020-06-12,0.47564584,03
594,2020-06-13,0.067490704,03
595,2020-06-14,0.003970048,03
596,2020-06-15,0.0058324127,03
597,2020-06-16,0.014895262,03
598,2020-06-17,0.013189904,03
599,2020-06-18,0.023407256,03
600,2020-06-19,0.007472237,03
601,2020-06-20,0.0040556486,03
602,2020-06-21,0.0007957653,03
603,2020-06-22,0.004615592,03
604,2020-06-23,0.00023097836,03
605,2020-06-24,8.562032e-07,03
606,2020-06-25,7.5881835e-05,03
607,2020-06-26,0.03638834,03
608,2020-06-27,0.084955454,03
609,2020-06-28,0.008405898,03
610,2020-06-29,0.053513467,03
611,2020-06-30,0.00250597,03
612,2020-07-01,0.033160113,03
613,2020-07-02,0.012494682,03
614,2020-07-03,0.006085934,03
615,2020-07-04,0.00040428626,03
616,2020-07-05,0.0004670242,03
617,2020-07-06,0.016370261,03
618,2020-07-07,0.0008748516,03
619,2020-07-08,1.8362238e-07,03
620,2020-07-09,2.7291477e-05,03
621,2020-07-10,0.000981753,03
622,2020-07-11,0.0005107282,03
623,2020-07-12,1.6782591e-05,03
624,2020-07-13,0.0,03
625,2020-07-14,7.0296286e-05,03
626,2020-07-15,0.03360789,03
627,2020-07-16,0.006215911,03
628,2020-07-17,0.006843274,03
629,2020-07-18,0.00042506776,03
630,2020-07-19,0.0,03
631,2020-07-20,0.00027312132,03
632,2020-07-21,0.0037958096,03
633,2020-07-22,0.0034058932,03
634,2020-07-23,0.00022443953,03
635,2020-07-24,2.4837732e-06,03
636,2020-07-25,0.0001906566,03
637,2020-07-26,0.013131442,03
638,2020-07-27,0.00077674026,03
639,2020-07-28,0.008447201,03
640,2020-07-29,0.00049618795,03
641,2020-07-30,0.00023299654,03
642,2020-07-31,0.008501016,03
643,2020-08-01,0.013531641,03
644,2020-08-02,0.025787601,03
645,2020-08-03,0.010474469,03
646,2020-08-04,0.0027158984,03
647,2020-08-05,0.00014590625,03
648,2020-08-06,0.0,03
649,2020-08-07,0.0,03
650,2020-08-08,0.0017212123,03
651,2020-08-09,0.010999702,03
652,2020-08-10,0.022090852,03
653,2020-08-11,0.009983228,03
654,2020-08-12,0.020090688,03
655,2020-08-13,0.04075193,03
656,2020-08-14,0.014160484,03
657,2020-08-15,0.0009860625,03
658,2020-08-16,0.036743525,03
659,2020-08-17,0.0052261376,03
660,2020-08-18,0.019534424,03
661,2020-08-19,0.009902956,03
662,2020-08-20,0.00082878536,03
663,2020-08-21,0.042855855,03
664,2020-08-22,0.047518454,03
665,2020-08-23,0.004483194,03
666,2020-08-24,0.00016596948,03
667,2020-08-25,2.5482237e-08,03
668,2020-08-26,0.0003357737,03
669,2020-08-27,2.5322814e-05,03
670,2020-08-28,0.087690316,03
671,2020-08-29,0.016623082,03
672,2020-08-30,0.028608976,03
673,2020-08-31,0.053445783,03
674,2020-09-01,0.0029830362,03
675,2020-09-02,0.0005439928,03
676,2020-09-03,0.0011350944,03
677,2020-09-04,4.8644986e-05,03
678,2020-09-05,6.3928666e-05,03
679,2020-09-06,0.0023640678,03
680,2020-09-07,0.0002201488,03
681,2020-09-08,3.533541e-06,03
682,2020-09-09,1.8194318e-05,03
683,2020-09-10,1.4585872e-05,03
684,2020-09-11,0.0005664584,03
685,2020-09-12,3.9071176e-05,03
686,2020-09-13,0.0,03
687,2020-09-14,0.0,03
688,2020-09-15,0.0,03
689,2020-09-16,0.0032929534,03
690,2020-09-17,0.00045498065,03
691,2020-09-18,0.00034341897,03
692,2020-09-19,0.0505053,03
693,2020-09-20,0.049819082,03
694,2020-09-21,0.011646653,03
695,2020-09-22,0.080940194,03
696,2020-09-23,0.0072095785,03
697,2020-09-24,0.059918966,03
698,2020-09-25,0.039779197,03
699,2020-09-26,0.031265177,03
700,2020-09-27,0.32347143,03
701,2020-09-28,0.28176555,03
702,2020-09-29,0.021032035,03
703,2020-09-30,0.00058437575,03
704,2020-10-01,0.09994812,03
705,2020-10-02,0.25751945,03
706,2020-10-03,0.1412433,03
707,2020-10-04,0.05107653,03
708,2020-10-05,0.044037864,03
709,2020-10-06,0.088431194,03
710,2020-10-07,0.018235732,03
711,2020-10-08,0.0014920046,03
712,2020-10-09,0.0016266785,03
713,2020-10-10,0.053496063,03
714,2020-10-11,0.03857171,03
715,2020-10-12,0.008478345,03
716,2020-10-13,0.045083217,03
717,2020-10-14,0.026447799,03
718,2020-10-15,0.017161146,03
719,2020-10-16,0.0134290755,03
720,2020-10-17,0.009258701,03
721,2020-10-18,0.00080198323,03
722,2020-10-19,1.24345015e-05,03
723,2020-10-20,0.0035354218,03
724,2020-10-21,0.017491821,03
725,2020-10-22,0.013922079,03
726,2020-10-23,0.18347701,03
727,2020-10-24,0.012397269,03
728,2020-10-25,0.05082095,03
729,2020-10-26,0.03333881,03
730,2020-10-27,0.026640764,03
731,2020-10-28,0.023740673,03
732,2020-10-29,0.04307301,03
733,2020-10-30,0.002254618,03
734,2020-10-31,2.2685086e-05,03
735,2020-03-01,0.060907777,04
736,2020-03-02,0.38442585,04
737,2020-03-03,0.030093467,04
